s} (flopped=false)], isPlo=true]
[Hour=91789, Hand=[PokerHand: handType=QUADS {5d Jd Jc Jh Js} (flopped=false)], isPlo=true]
[Hour=91790, Hand=[PokerHand: handType=QUADS {Js Qd Qc Qh Qs} (flopped=false)], isPlo=true]
[Hour=91791, Hand=[PokerHand: handType=FULL_HOUSE {9d 9h Jh Js Jc}], isPlo=false]
[Hour=91792, Hand=[PokerHand: handType=QUADS {3c 3h 3s 3d 9s}], isPlo=false]
[Hour=91793, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=true)], isPlo=true]
[Hour=91794, Hand=[PokerHand: handType=FULL_HOUSE {Tc Th Td Ac As}], isPlo=false]
[Hour=91795, Hand=[PokerHand: handType=QUADS {Jh Jd Jc Js Ks} (flopped=false)], isPlo=true]
[Hour=91796, Hand=[PokerHand: handType=QUADS {4h Ad Ac As Ah} (flopped=false)], isPlo=true]
[Hour=91797, Hand=[PokerHand: handType=QUADS {9d Jd Jh Js Jc} (flopped=false)], isPlo=true]
[Hour=91798, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qh Ah As Ac}], isPlo=false]
[Hour=91799, Hand=[PokerHand: handType=QUADS {9c 9h 9d 9s Ah}], isPlo=false]
[Hour=91800, Hand=[PokerHand: handType=FULL_HOUSE {6h 6c 6s 9c 9h}], isPlo=false]
[Hour=91801, Hand=[PokerHand: handType=QUADS {Kh Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=91802, Hand=[PokerHand: handType=FULL_HOUSE {5s 5d 5c Jc Jh}], isPlo=false]
[Hour=91803, Hand=[PokerHand: handType=QUADS {9c Qc Qs Qh Qd} (flopped=false)], isPlo=true]
[Hour=91804, Hand=[PokerHand: handType=FULL_HOUSE {3c 3d Ah Ad As}], isPlo=false]
[Hour=91805, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c} (flopped=false)], isPlo=true]
[Hour=91806, Hand=[PokerHand: handType=QUADS {Jh Ad Ah Ac As} (flopped=false)], isPlo=true]
[Hour=91807, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=91808, Hand=[PokerHand: handType=QUADS {9d Jc Js Jh Jd} (flopped=false)], isPlo=true]
[Hour=91809, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Ts Ah As}], isPlo=false]
[Hour=91810, Hand=[PokerHand: handType=FULL_HOUSE {9s 9d Ah As Ad}], isPlo=false]
[Hour=91811, Hand=[PokerHand: handType=FULL_HOUSE {Kc Kh Ad As Ac}], isPlo=false]
[Hour=91812, Hand=[PokerHand: handType=QUADS {9c Qh Qs Qc Qd} (flopped=true)], isPlo=true]
[Hour=91813, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=91814, Hand=[PokerHand: handType=FULL_HOUSE {9s 9h Jh Jc Jd}], isPlo=false]
[Hour=91815, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d 6s Kc Kd}], isPlo=false]
[Hour=91816, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c Ac} (flopped=false)], isPlo=true]
[Hour=91817, Hand=[PokerHand: handType=FULL_HOUSE {Js Jc Ad Ac As}], isPlo=false]
[Hour=91818, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Jc} (flopped=false)], isPlo=true]
[Hour=91819, Hand=[PokerHand: handType=QUADS {3h Qh Qs Qc Qd} (flopped=false)], isPlo=true]
[Hour=91820, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Ad}], isPlo=false]
[Hour=91821, Hand=[PokerHand: handType=FULL_HOUSE {4h 4s 4d Qh Qs}], isPlo=false]
[Hour=91822, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=91823, Hand=[PokerHand: handType=QUADS {Qd As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=91824, Hand=[PokerHand: handType=QUADS {8h 8s 8c 8d As} (flopped=false)], isPlo=true]
[Hour=91825, Hand=[PokerHand: handType=QUADS {7d 9d 9c 9s 9h} (flopped=false)], isPlo=true]
[Hour=91826, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d 5h Ad Ah}], isPlo=false]
[Hour=91827, Hand=[PokerHand: handType=QUADS {Kd Ah Ad As Ac} (flopped=false)], isPlo=true]
[Hour=91828, Hand=[PokerHand: handType=QUADS {5h Td Ts Tc Th} (flopped=false)], isPlo=true]
[Hour=91829, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s Ah Ac Ad}], isPlo=false]
[Hour=91830, Hand=[PokerHand: handType=QUADS {7h Kc Kh Ks Kd} (flopped=true)], isPlo=true]
[Hour=91831, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h Qh Qd Qc}], isPlo=false]
[Hour=91832, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=91833, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qh Ad As Ac}], isPlo=false]
[Hour=91834, Hand=null, isPlo=null]
[Hour=91835, Hand=[PokerHand: handType=QUADS {9d As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=91836, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Tc Qh Qc}], isPlo=false]
[Hour=91837, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h 9d Jh Jd}], isPlo=false]
[Hour=91838, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=91839, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As}], isPlo=false]
[Hour=91840, Hand=[PokerHand: handType=QUADS {9h Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=91841, Hand=[PokerHand: handType=FULL_HOUSE {Jd Jc Jh Ah Ac}], isPlo=false]
[Hour=91842, Hand=[PokerHand: handType=QUADS {8s Td Th Ts Tc} (flopped=false)], isPlo=true]
[Hour=91843, Hand=[PokerHand: handType=QUADS {8d 8s 8c 8h Ah} (flopped=false)], isPlo=true]
[Hour=91844, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Qh}], isPlo=false]
[Hour=91845, Hand=[PokerHand: handType=QUADS {Th Kh Kd Ks Kc} (flopped=false)], isPlo=true]
[Hour=91846, Hand=[PokerHand: handType=QUADS {8h 8c 8d 8s Qd} (flopped=false)], isPlo=true]
[Hour=91847, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=91848, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Qd} (flopped=false)], isPlo=true]
[Hour=91849, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Qh} (flopped=false)], isPlo=true]
[Hour=91850, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c 8s Tc Ts}], isPlo=false]
[Hour=91851, Hand=[PokerHand: handType=QUADS {Jd Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=91852, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h 5c Ts Th}], isPlo=false]
[Hour=91853, Hand=[PokerHand: handType=QUADS {Qc Kd Ks Kh Kc} (flopped=true)], isPlo=true]
[Hour=91854, Hand=[PokerHand: handType=QUADS {Qh Kh Kd Ks Kc} (flopped=false)], isPlo=true]
[Hour=91855, Hand=[PokerHand: handType=FULL_HOUSE {2c 2s 2h 5c 5s}], isPlo=false]
[Hour=91856, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d As} (flopped=false)], isPlo=true]
[Hour=91857, Hand=[PokerHand: handType=QUADS {Kh Kc Kd Ks Ad} (flopped=false)], isPlo=true]
[Hour=91858, Hand=[PokerHand: handType=QUADS {8s Qs Qh Qc Qd} (flopped=false)], isPlo=true]
[Hour=91859, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=91860, Hand=[PokerHand: handType=FULL_HOUSE {2h 2d Js Jd Jh}], isPlo=false]
[Hour=91861, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d Kd Kc Ks}], isPlo=false]
[Hour=91862, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s Qd Qc Qh}], isPlo=false]
[Hour=91863, Hand=[PokerHand: handType=QUADS {Jd Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=91864, Hand=[PokerHand: handType=QUADS {Td Tc Ts Th Qh}], isPlo=false]
[Hour=91865, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Kd Kh Ks}], isPlo=false]
[Hour=91866, Hand=[PokerHand: handType=FULL_HOUSE {Td Th Ah Ac As}], isPlo=false]
[Hour=91867, Hand=[PokerHand: handType=QUADS {3s Tc Ts Td Th} (flopped=false)], isPlo=true]
[Hour=91868, Hand=[PokerHand: handType=QUADS {8c Js Jd Jh Jc}], isPlo=false]
[Hour=91869, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=91870, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h Ah} (flopped=false)], isPlo=true]
[Hour=91871, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=91872, Hand=[PokerHand: handType=QUADS {9c 9h 9s 9d As} (flopped=false)], isPlo=true]
[Hour=91873, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c Qh Qs Qc}], isPlo=false]
[Hour=91874, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=91875, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Kc Kd Ks}], isPlo=false]
[Hour=91876, Hand=[PokerHand: handType=FULL_HOUSE {9s 9d Js Jd Jc}], isPlo=false]
[Hour=91877, Hand=[PokerHand: handType=QUADS {7s 7h 7c 7d 8d}], isPlo=false]
[Hour=91878, Hand=[PokerHand: handType=QUADS {Js Qc Qs Qd Qh}], isPlo=false]
[Hour=91879, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2d 3d 4d 5d 6d}], isPlo=false]
[Hour=91880, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=91881, Hand=[PokerHand: handType=QUADS {9h 9s 9c 9d Jc} (flopped=false)], isPlo=true]
[Hour=91882, Hand=[PokerHand: handType=FULL_HOUSE {8d 8c 8h Js Jh}], isPlo=false]
[Hour=91883, Hand=[PokerHand: handType=QUADS {Ks Kd Kc Kh Ah} (flopped=true)], isPlo=true]
[Hour=91884, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Kd Kc Kh}], isPlo=false]
[Hour=91885, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=91886, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=91887, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Qd Qc Qs}], isPlo=false]
[Hour=91888, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h Jd Jh Js}], isPlo=false]
[Hour=91889, Hand=[PokerHand: handType=QUADS {8s 8c 8d 8h Qc}], isPlo=false]
[Hour=91890, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=91891, Hand=[PokerHand: handType=QUADS {Js Kc Ks Kd Kh} (flopped=false)], isPlo=true]
[Hour=91892, Hand=null, isPlo=null]
[Hour=91893, Hand=[PokerHand: handType=QUADS {Kd Kh Ks Kc As} (flopped=false)], isPlo=true]
[Hour=91894, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=91895, Hand=[PokerHand: handType=FULL_HOUSE {Th Ts Td Qc Qh}], isPlo=false]
[Hour=91896, Hand=[PokerHand: handType=QUADS {6c 6s 6h 6d As}], isPlo=false]
[Hour=91897, Hand=[PokerHand: handType=QUADS {7s 7h 7c 7d Kd} (flopped=true)], isPlo=true]
[Hour=91898, Hand=null, isPlo=null]
[Hour=91899, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh} (flopped=false)], isPlo=true]
[Hour=91900, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=91901, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Jh} (flopped=false)], isPlo=true]
[Hour=91902, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=91903, Hand=[PokerHand: handType=FULL_HOUSE {3h 3c 8d 8s 8c}], isPlo=false]
[Hour=91904, Hand=[PokerHand: handType=QUADS {Qs Qc Qd Qh Ad} (flopped=false)], isPlo=true]
[Hour=91905, Hand=[PokerHand: handType=FULL_HOUSE {2s 2h Qs Qd Qc}], isPlo=false]
[Hour=91906, Hand=[PokerHand: handType=FULL_HOUSE {9c 9h Qc Qh Qd}], isPlo=false]
[Hour=91907, Hand=null, isPlo=null]
[Hour=91908, Hand=[PokerHand: handType=FULL_HOUSE {Js Jd Jh Ah As}], isPlo=false]
[Hour=91909, Hand=[PokerHand: handType=FULL_HOUSE {9s 9d Kc Ks Kd}], isPlo=false]
[Hour=91910, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Ah As Ad}], isPlo=false]
[Hour=91911, Hand=[PokerHand: handType=QUADS {Kd Kh Ks Kc Ad}], isPlo=false]
[Hour=91912, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Kd Kc Kh}], isPlo=false]
[Hour=91913, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=91914, Hand=[PokerHand: handType=FULL_HOUSE {Qh Qc Ac Ah Ad}], isPlo=false]
[Hour=91915, Hand=[PokerHand: handType=QUADS {9c 9d 9h 9s Ac} (flopped=false)], isPlo=true]
[Hour=91916, Hand=[PokerHand: handType=QUADS {5s 6s 6d 6c 6h}], isPlo=false]
[Hour=91917, Hand=[PokerHand: handType=FULL_HOUSE {Jd Js Kc Kh Kd}], isPlo=false]
[Hour=91918, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qc Qd Ad Ac}], isPlo=false]
[Hour=91919, Hand=[PokerHand: handType=FULL_HOUSE {7d 7s 7h Jh Js}], isPlo=false]
[Hour=91920, Hand=[PokerHand: handType=FULL_HOUSE {3s 3c Kc Kd Ks}], isPlo=false]
[Hour=91921, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Qc Qd Qh}], isPlo=false]
[Hour=91922, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Kd Ks Kh}], isPlo=false]
[Hour=91923, Hand=[PokerHand: handType=QUADS {Jd Jh Jc Js Kh} (flopped=false)], isPlo=true]
[Hour=91924, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Kc Kd Ks}], isPlo=false]
[Hour=91925, Hand=[PokerHand: handType=FULL_HOUSE {Jc Js Jh Kc Kd}], isPlo=false]
[Hour=91926, Hand=[PokerHand: handType=QUADS {Th Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=91927, Hand=[PokerHand: handType=QUADS {Kh Kd Ks Kc As} (flopped=false)], isPlo=true]
[Hour=91928, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=91929, Hand=[PokerHand: handType=QUADS {2c 2d 2s 2h 5d}], isPlo=false]
[Hour=91930, Hand=[PokerHand: handType=QUADS {8d 8h 8c 8s Kd}], isPlo=false]
[Hour=91931, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Qh Qs Qd}], isPlo=false]
[Hour=91932, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d As Ad Ac}], isPlo=false]
[Hour=91933, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d 9h} (flopped=false)], isPlo=true]
[Hour=91934, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Kh} (flopped=false)], isPlo=true]
[Hour=91935, Hand=[PokerHand: handType=FULL_HOUSE {2d 2s 3s 3h 3d}], isPlo=false]
[Hour=91936, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d 9c Td Tc}], isPlo=false]
[Hour=91937, Hand=[PokerHand: handType=QUADS {Js Jh Jd Jc Kd} (flopped=false)], isPlo=true]
[Hour=91938, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Ah As Ad}], isPlo=false]
[Hour=91939, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=91940, Hand=[PokerHand: handType=FULL_HOUSE {3h 3d Qc Qd Qs}], isPlo=false]
[Hour=91941, Hand=[PokerHand: handType=QUADS {Kh Kc Kd Ks Ac} (flopped=false)], isPlo=true]
[Hour=91942, Hand=[PokerHand: handType=FULL_HOUSE {2d 2s Ad As Ah}], isPlo=false]
[Hour=91943, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=91944, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Tc Kc Ks}], isPlo=false]
[Hour=91945, Hand=[PokerHand: handType=QUADS {4c Qc Qd Qs Qh} (flopped=false)], isPlo=true]
[Hour=91946, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s}], isPlo=false]
[Hour=91947, Hand=[PokerHand: handType=FULL_HOUSE {8s 8h Ah Ad As}], isPlo=false]
[Hour=91948, Hand=[PokerHand: handType=QUADS {4s 4d 4c 4h Ks}], isPlo=false]
[Hour=91949, Hand=[PokerHand: handType=QUADS {8h 8d 8c 8s Kh} (flopped=false)], isPlo=true]
[Hour=91950, Hand=[PokerHand: handType=QUADS {8c 8s 8d 8h Jd} (flopped=false)], isPlo=true]
[Hour=91951, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Th} (flopped=false)], isPlo=true]
[Hour=91952, Hand=[PokerHand: handType=FULL_HOUSE {7h 7s 8c 8s 8h}], isPlo=false]
[Hour=91953, Hand=[PokerHand: handType=QUADS {Jh Js Jd Jc Ad} (flopped=false)], isPlo=true]
[Hour=91954, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h Ah} (flopped=false)], isPlo=true]
[Hour=91955, Hand=[PokerHand: handType=FULL_HOUSE {8c 8s 8h Qs Qd}], isPlo=false]
[Hour=91956, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d 4c Ac Ah}], isPlo=false]
[Hour=91957, Hand=[PokerHand: handType=FULL_HOUSE {4c 4h Js Jc Jd}], isPlo=false]
[Hour=91958, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h 6c 6d 6h}], isPlo=false]
[Hour=91959, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=true)], isPlo=true]
[Hour=91960, Hand=[PokerHand: handType=QUADS {8d 8h 8s 8c Ac} (flopped=true)], isPlo=true]
[Hour=91961, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=91962, Hand=null, isPlo=null]
[Hour=91963, Hand=null, isPlo=null]
[Hour=91964, Hand=[PokerHand: handType=FULL_HOUSE {4c 4d 7d 7s 7h}], isPlo=false]
[Hour=91965, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d As Ah Ac}], isPlo=false]
[Hour=91966, Hand=[PokerHand: handType=QUADS {7s Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=91967, Hand=[PokerHand: handType=QUADS {Tc Kd Kh Kc Ks}], isPlo=false]
[Hour=91968, Hand=[PokerHand: handType=QUADS {9h 9d 9s 9c Jc} (flopped=false)], isPlo=true]
[Hour=91969, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Ks Kh Kd}], isPlo=false]
[Hour=91970, Hand=null, isPlo=null]
[Hour=91971, Hand=[PokerHand: handType=FULL_HOUSE {3s 3c Ks Kc Kd}], isPlo=false]
[Hour=91972, Hand=[PokerHand: handType=QUADS {8h Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=91973, Hand=[PokerHand: handType=FULL_HOUSE {4c 4s 4d Ks Kh}], isPlo=false]
[Hour=91974, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=true)], isPlo=true]
[Hour=91975, Hand=[PokerHand: handType=FULL_HOUSE {7h 7c Ts Tc Td}], isPlo=false]
[Hour=91976, Hand=[PokerHand: handType=QUADS {Kc Ks Kh Kd Ah} (flopped=true)], isPlo=true]
[Hour=91977, Hand=[PokerHand: handType=QUADS {8h 8c 8s 8d Qc} (flopped=false)], isPlo=true]
[Hour=91978, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=91979, Hand=[PokerHand: handType=FULL_HOUSE {7c 7s 7d Jd Js}], isPlo=false]
[Hour=91980, Hand=[PokerHand: handType=QUADS {Kd Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=91981, Hand=[PokerHand: handType=FULL_HOUSE {Jh Js Ac Ad Ah}], isPlo=false]
[Hour=91982, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=91983, Hand=[PokerHand: handType=QUADS {Jc Kd Kc Ks Kh} (flopped=false)], isPlo=true]
[Hour=91984, Hand=[PokerHand: handType=QUADS {5s 5d 5h 5c 9h}], isPlo=false]
[Hour=91985, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=91986, Hand=[PokerHand: handType=FULL_HOUSE {3s 3h 7d 7c 7s}], isPlo=false]
[Hour=91987, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Kd} (flopped=false)], isPlo=true]
[Hour=91988, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Th Ks Kc}], isPlo=false]
[Hour=91989, Hand=[PokerHand: handType=QUADS {8c 8h 8s 8d Kh} (flopped=false)], isPlo=true]
[Hour=91990, Hand=[PokerHand: handType=QUADS {Qh As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=91991, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Td Tc Ts}], isPlo=false]
[Hour=91992, Hand=null, isPlo=null]
[Hour=91993, Hand=[PokerHand: handType=QUADS {4s 9h 9c 9d 9s} (flopped=false)], isPlo=true]
[Hour=91994, Hand=[PokerHand: handType=QUADS {7h 7s 7d 7c Jd}], isPlo=false]
[Hour=91995, Hand=[PokerHand: handType=FULL_HOUSE {2c 2h 2s 6s 6h}], isPlo=false]
[Hour=91996, Hand=null, isPlo=null]
[Hour=91997, Hand=[PokerHand: handType=FULL_HOUSE {8d 8s 9s 9h 9c}], isPlo=false]
[Hour=91998, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=91999, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=92000, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=92001, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Kd Kc Kh}], isPlo=false]
[Hour=92002, Hand=[PokerHand: handType=QUADS {Th Qh Qs Qc Qd} (flopped=false)], isPlo=true]
[Hour=92003, Hand=[PokerHand: handType=QUADS {6d 9d 9s 9h 9c} (flopped=false)], isPlo=true]
[Hour=92004, Hand=[PokerHand: handType=QUADS {2d 2c 2h 2s Qh}], isPlo=false]
[Hour=92005, Hand=[PokerHand: handType=QUADS {Kh Ks Kc Kd As} (flopped=false)], isPlo=true]
[Hour=92006, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=92007, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Ad} (flopped=false)], isPlo=true]
[Hour=92008, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h}], isPlo=false]
[Hour=92009, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qh Qd Kc Ks}], isPlo=false]
[Hour=92010, Hand=[PokerHand: handType=QUADS {8h Td Ts Th Tc} (flopped=false)], isPlo=true]
[Hour=92011, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=92012, Hand=[PokerHand: handType=QUADS {7d 7c 7h 7s Kc}], isPlo=false]
[Hour=92013, Hand=null, isPlo=null]
[Hour=92014, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c Kd Ks Kc}], isPlo=false]
[Hour=92015, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=92016, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Th Jh Jd}], isPlo=false]
[Hour=92017, Hand=[PokerHand: handType=FULL_HOUSE {3s 3d Td Th Ts}], isPlo=false]
[Hour=92018, Hand=[PokerHand: handType=QUADS {Js Jc Jh Jd Qc} (flopped=false)], isPlo=true]
[Hour=92019, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Qs Qh Qc}], isPlo=false]
[Hour=92020, Hand=null, isPlo=null]
[Hour=92021, Hand=[PokerHand: handType=QUADS {Qc Ac As Ah Ad}], isPlo=false]
[Hour=92022, Hand=[PokerHand: handType=QUADS {9h 9s 9d 9c Ah} (flopped=false)], isPlo=true]
[Hour=92023, Hand=[PokerHand: handType=QUADS {Td Ac Ad As Ah} (flopped=false)], isPlo=true]
[Hour=92024, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=92025, Hand=[PokerHand: handType=QUADS {9c 9s 9d 9h Jd} (flopped=false)], isPlo=true]
[Hour=92026, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Qc Qs Qh}], isPlo=false]
[Hour=92027, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs Ad} (flopped=true)], isPlo=true]
[Hour=92028, Hand=[PokerHand: handType=FULL_HOUSE {Js Jc Ah Ac Ad}], isPlo=false]
[Hour=92029, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Jh Js Jd}], isPlo=false]
[Hour=92030, Hand=[PokerHand: handType=QUADS {8d 8s 8h 8c Kd} (flopped=false)], isPlo=true]
[Hour=92031, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s Ks Kd Kh}], isPlo=false]
[Hour=92032, Hand=[PokerHand: handType=FULL_HOUSE {Qc Qs Ks Kc Kh}], isPlo=false]
[Hour=92033, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Kd} (flopped=false)], isPlo=true]
[Hour=92034, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Qc} (flopped=false)], isPlo=true]
[Hour=92035, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Ad} (flopped=false)], isPlo=true]
[Hour=92036, Hand=[PokerHand: handType=FULL_HOUSE {Tc Ts Td Qs Qc}], isPlo=false]
[Hour=92037, Hand=[PokerHand: handType=FULL_HOUSE {5c 5d 5s 9s 9h}], isPlo=false]
