C:\Users\Genevieve\.jdks\openjdk-15.0.1\bin\java.exe "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\lib\idea_rt.jar=55373:C:\Program Files\JetBrains\IntelliJ IDEA 2020.2.3\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Genevieve\Desktop\PokerHighHandSimulator\out\production\PokerHighHandSimulator;C:\Users\Genevieve\Desktop\commons-cli-1.5.0.jar main.Main --simulationDuration 10000 --numHandsPerHour 25 --highHandMinimumQualifier 22233 --highHandDuration 1 --numNlhTables 1 --numPloTables 1 --numPlayersPerTable 8 --ploHighHandMinimumQualifier 5555A --noPloFlopRestriction
================ HighHandSimulator ================
numNlhTables=1
numPloTables=1
numHandsPerHour=25
numPlayersPerTable=8
simulationDuration=PT10000H
highHand=[HighHand: nlhMinimumQualifyingHand=[PokerHand: handType=FULL_HOUSE {2 2 2 3 3}], ploMinimumQualifyingHand=[PokerHand: handType=QUADS {5 5 5 5 A}], highHandPeriod=PT1H]
[Hour=1937, Hand=[PokerHand: handType=QUADS {6d 6c 6h 6s Ts}], isPlo=false]
[Hour=1938, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d 5s Ad As}], isPlo=false]
[Hour=1939, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s 9h Js Jc}], isPlo=false]
[Hour=1940, Hand=[PokerHand: handType=QUADS {2d 2h 2c 2s Kc}], isPlo=false]
[Hour=1941, Hand=[PokerHand: handType=QUADS {7c 7d 7h 7s Tc} (flopped=false)], isPlo=true]
[Hour=1942, Hand=[PokerHand: handType=QUADS {6s 6h 6c 6d 9c}], isPlo=false]
[Hour=1943, Hand=[PokerHand: handType=QUADS {7s 9s 9c 9h 9d} (flopped=false)], isPlo=true]
[Hour=1944, Hand=[PokerHand: handType=QUADS {6h 7c 7d 7s 7h} (flopped=false)], isPlo=true]
[Hour=1945, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h 9h} (flopped=false)], isPlo=true]
[Hour=1946, Hand=[PokerHand: handType=QUADS {8s 8d 8h 8c Qc} (flopped=false)], isPlo=true]
[Hour=1947, Hand=[PokerHand: handType=QUADS {Th Jc Jd Jh Js} (flopped=false)], isPlo=true]
[Hour=1948, Hand=null, isPlo=null]
[Hour=1949, Hand=[PokerHand: handType=QUADS {4c 4d 4h 4s 8s}], isPlo=false]
[Hour=1950, Hand=[PokerHand: handType=QUADS {Js Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=1951, Hand=[PokerHand: handType=QUADS {Ts Tc Th Td Qd}], isPlo=false]
[Hour=1952, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Td As Ac}], isPlo=false]
[Hour=1953, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=1954, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=1955, Hand=[PokerHand: handType=QUADS {Jc Jh Jd Js Qh} (flopped=false)], isPlo=true]
[Hour=1956, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c Qh Qc Qs}], isPlo=false]
[Hour=1957, Hand=[PokerHand: handType=QUADS {7d Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=1958, Hand=[PokerHand: handType=QUADS {9s As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=1959, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Kd Ks Kc}], isPlo=false]
[Hour=1960, Hand=[PokerHand: handType=QUADS {Qh Ks Kc Kh Kd} (flopped=false)], isPlo=true]
[Hour=1961, Hand=[PokerHand: handType=FULL_HOUSE {5d 5c As Ac Ah}], isPlo=false]
[Hour=1962, Hand=[PokerHand: handType=FULL_HOUSE {3c 3s 7s 7d 7c}], isPlo=false]
[Hour=1963, Hand=[PokerHand: handType=QUADS {5s 5c 5h 5d Qs} (flopped=false)], isPlo=true]
[Hour=1964, Hand=[PokerHand: handType=QUADS {5c 5h 5s 5d Qh}], isPlo=false]
[Hour=1965, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s As Ac Ad}], isPlo=false]
[Hour=1966, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=1967, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=false)], isPlo=true]
[Hour=1968, Hand=[PokerHand: handType=QUADS {9h 9c 9d 9s Tc}], isPlo=false]
[Hour=1969, Hand=[PokerHand: handType=QUADS {Ts Th Td Tc Qs} (flopped=false)], isPlo=true]
[Hour=1970, Hand=[PokerHand: handType=QUADS {8d Th Ts Tc Td} (flopped=false)], isPlo=true]
[Hour=1971, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=1972, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h}], isPlo=false]
[Hour=1973, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=1974, Hand=[PokerHand: handType=QUADS {8h 8s 8d 8c 9s} (flopped=false)], isPlo=true]
[Hour=1975, Hand=[PokerHand: handType=QUADS {6c Jd Jc Jh Js}], isPlo=false]
[Hour=1976, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Jd} (flopped=true)], isPlo=true]
[Hour=1977, Hand=[PokerHand: handType=QUADS {Qc Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=1978, Hand=[PokerHand: handType=QUADS {9d Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=1979, Hand=[PokerHand: handType=QUADS {Js Qd Qs Qh Qc}], isPlo=false]
[Hour=1980, Hand=[PokerHand: handType=QUADS {Tc Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=1981, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Qh} (flopped=false)], isPlo=true]
[Hour=1982, Hand=[PokerHand: handType=QUADS {4c 7s 7d 7h 7c}], isPlo=false]
[Hour=1983, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s}], isPlo=false]
[Hour=1984, Hand=[PokerHand: handType=FULL_HOUSE {Kc Ks Kd Ac Ad}], isPlo=false]
[Hour=1985, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As} (flopped=false)], isPlo=true]
[Hour=1986, Hand=[PokerHand: handType=QUADS {Td Kh Kc Kd Ks} (flopped=false)], isPlo=true]
[Hour=1987, Hand=[PokerHand: handType=FULL_HOUSE {3d 3s Ac Ah Ad}], isPlo=false]
[Hour=1988, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts Ah} (flopped=false)], isPlo=true]
[Hour=1989, Hand=[PokerHand: handType=QUADS {2d 9c 9h 9s 9d}], isPlo=false]
[Hour=1990, Hand=[PokerHand: handType=QUADS {9c Kc Ks Kh Kd} (flopped=false)], isPlo=true]
[Hour=1991, Hand=[PokerHand: handType=QUADS {8s Js Jh Jc Jd} (flopped=false)], isPlo=true]
[Hour=1992, Hand=[PokerHand: handType=QUADS {8s Jh Js Jc Jd} (flopped=false)], isPlo=true]
[Hour=1993, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=1994, Hand=[PokerHand: handType=QUADS {6h 6s 6c 6d Tc} (flopped=false)], isPlo=true]
[Hour=1995, Hand=[PokerHand: handType=QUADS {9s 9h 9c 9d Ah} (flopped=false)], isPlo=true]
[Hour=1996, Hand=[PokerHand: handType=FULL_HOUSE {3c 3d Qs Qc Qh}], isPlo=false]
[Hour=1997, Hand=[PokerHand: handType=QUADS {6s 6d 6c 6h As} (flopped=true)], isPlo=true]
[Hour=1998, Hand=[PokerHand: handType=QUADS {Jh Kh Ks Kc Kd}], isPlo=false]
[Hour=1999, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=2000, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Td Kc Kd}], isPlo=false]
[Hour=2001, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Kd} (flopped=false)], isPlo=true]
[Hour=2002, Hand=[PokerHand: handType=QUADS {9s 9h 9d 9c Kc} (flopped=false)], isPlo=true]
[Hour=2003, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d 9h} (flopped=false)], isPlo=true]
[Hour=2004, Hand=[PokerHand: handType=QUADS {5d 5h 5s 5c 6c}], isPlo=false]
[Hour=2005, Hand=[PokerHand: handType=FULL_HOUSE {8d 8h Ts Td Tc}], isPlo=false]
[Hour=2006, Hand=[PokerHand: handType=QUADS {9h Qs Qd Qh Qc}], isPlo=false]
[Hour=2007, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Qd Qh Qc}], isPlo=false]
[Hour=2008, Hand=[PokerHand: handType=QUADS {6s 6d 6c 6h Tc}], isPlo=false]
[Hour=2009, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Td Jd Qd Kd Ad} (flopped=false)], isPlo=true]
[Hour=2010, Hand=[PokerHand: handType=QUADS {6d 6h 6s 6c Tc} (flopped=false)], isPlo=true]
[Hour=2011, Hand=[PokerHand: handType=QUADS {Jh Qs Qd Qh Qc}], isPlo=false]
[Hour=2012, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Ts Js Jd}], isPlo=false]
[Hour=2013, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h Kd Kh Ks}], isPlo=false]
[Hour=2014, Hand=[PokerHand: handType=FULL_HOUSE {Td Ts Tc Qs Qc}], isPlo=false]
[Hour=2015, Hand=[PokerHand: handType=QUADS {6h 6d 6c 6s 7d} (flopped=false)], isPlo=true]
[Hour=2016, Hand=[PokerHand: handType=QUADS {Tc Ts Th Td Jh} (flopped=false)], isPlo=true]
[Hour=2017, Hand=[PokerHand: handType=QUADS {5d 5s 5c 5h 6d} (flopped=false)], isPlo=true]
[Hour=2018, Hand=[PokerHand: handType=FULL_HOUSE {7c 7s Js Jd Jh}], isPlo=false]
[Hour=2019, Hand=[PokerHand: handType=QUADS {Qc Qd Qs Qh Ac} (flopped=false)], isPlo=true]
[Hour=2020, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Kd}], isPlo=false]
[Hour=2021, Hand=[PokerHand: handType=QUADS {5s 5h 5d 5c Tc} (flopped=false)], isPlo=true]
[Hour=2022, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=2023, Hand=[PokerHand: handType=QUADS {6h 9d 9h 9c 9s}], isPlo=false]
[Hour=2024, Hand=[PokerHand: handType=QUADS {6s 9s 9h 9d 9c} (flopped=true)], isPlo=true]
[Hour=2025, Hand=null, isPlo=null]
[Hour=2026, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3s 4s 5s 6s 7s} (flopped=false)], isPlo=true]
[Hour=2027, Hand=[PokerHand: handType=QUADS {Js Jd Jh Jc Kd} (flopped=false)], isPlo=true]
[Hour=2028, Hand=[PokerHand: handType=QUADS {9s Kh Kd Kc Ks} (flopped=false)], isPlo=true]
[Hour=2029, Hand=[PokerHand: handType=FULL_HOUSE {6c 6s Ad Ah As}], isPlo=false]
[Hour=2030, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=2031, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4h 5h 6h 7h 8h} (flopped=false)], isPlo=true]
[Hour=2032, Hand=[PokerHand: handType=QUADS {Qh As Ah Ad Ac} (flopped=true)], isPlo=true]
[Hour=2033, Hand=[PokerHand: handType=QUADS {9d Jh Jd Js Jc} (flopped=false)], isPlo=true]
[Hour=2034, Hand=[PokerHand: handType=FULL_HOUSE {5d 5h Ac As Ah}], isPlo=false]
[Hour=2035, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Qd Qc Qh}], isPlo=false]
[Hour=2036, Hand=[PokerHand: handType=FULL_HOUSE {3c 3h 8c 8s 8h}], isPlo=false]
[Hour=2037, Hand=[PokerHand: handType=QUADS {Tc Td Ts Th Qc}], isPlo=false]
[Hour=2038, Hand=[PokerHand: handType=QUADS {Tc Th Ts Td Ks} (flopped=false)], isPlo=true]
[Hour=2039, Hand=[PokerHand: handType=FULL_HOUSE {7s 7h Qd Qc Qs}], isPlo=false]
[Hour=2040, Hand=[PokerHand: handType=FULL_HOUSE {2h 2c Ks Kh Kc}], isPlo=false]
[Hour=2041, Hand=[PokerHand: handType=QUADS {4d 4c 4s 4h 7s}], isPlo=false]
[Hour=2042, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs Ad} (flopped=true)], isPlo=true]
[Hour=2043, Hand=[PokerHand: handType=QUADS {5c 5d 5h 5s 6d} (flopped=false)], isPlo=true]
[Hour=2044, Hand=[PokerHand: handType=FULL_HOUSE {5h 5c Ts Tc Td}], isPlo=false]
[Hour=2045, Hand=[PokerHand: handType=QUADS {4s 4h 4d 4c 9h}], isPlo=false]
[Hour=2046, Hand=[PokerHand: handType=QUADS {Td Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=2047, Hand=[PokerHand: handType=FULL_HOUSE {7s 7d 7h 9s 9d}], isPlo=false]
[Hour=2048, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Ks} (flopped=false)], isPlo=true]
[Hour=2049, Hand=[PokerHand: handType=QUADS {4d Ks Kd Kh Kc}], isPlo=false]
[Hour=2050, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Ac}], isPlo=false]
[Hour=2051, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Ts Js Qs Ks As}], isPlo=false]
[Hour=2052, Hand=[PokerHand: handType=QUADS {Qh Kc Kd Ks Kh} (flopped=true)], isPlo=true]
[Hour=2053, Hand=[PokerHand: handType=QUADS {2h 4h 4s 4d 4c}], isPlo=false]
[Hour=2054, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=2055, Hand=[PokerHand: handType=FULL_HOUSE {6d 6s 6c Jc Jh}], isPlo=false]
[Hour=2056, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Js Jh Jd}], isPlo=false]
[Hour=2057, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h Td} (flopped=false)], isPlo=true]
[Hour=2058, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h} (flopped=false)], isPlo=true]
[Hour=2059, Hand=[PokerHand: handType=QUADS {Qs Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=2060, Hand=[PokerHand: handType=QUADS {8h 8s 8c 8d Qh}], isPlo=false]
[Hour=2061, Hand=[PokerHand: handType=QUADS {Qc Qd Qh Qs Ah} (flopped=false)], isPlo=true]
[Hour=2062, Hand=[PokerHand: handType=QUADS {6h 6s 6d 6c 8c} (flopped=false)], isPlo=true]
[Hour=2063, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td}], isPlo=false]
[Hour=2064, Hand=[PokerHand: handType=FULL_HOUSE {4d 4c 4h Jc Jd}], isPlo=false]
[Hour=2065, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd}], isPlo=false]
[Hour=2066, Hand=[PokerHand: handType=QUADS {Qh Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=2067, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=2068, Hand=[PokerHand: handType=FULL_HOUSE {3d 3h 3s Td Tc}], isPlo=false]
[Hour=2069, Hand=[PokerHand: handType=FULL_HOUSE {7h 7s 7c Jd Js}], isPlo=false]
[Hour=2070, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=2071, Hand=[PokerHand: handType=FULL_HOUSE {Js Jh Jc Qs Qh}], isPlo=false]
[Hour=2072, Hand=[PokerHand: handType=QUADS {Kd Ac As Ad Ah} (flopped=true)], isPlo=true]
[Hour=2073, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=2074, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d}], isPlo=false]
[Hour=2075, Hand=[PokerHand: handType=QUADS {Qh Qd Qc Qs Kc} (flopped=false)], isPlo=true]
[Hour=2076, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=2077, Hand=null, isPlo=null]
[Hour=2078, Hand=[PokerHand: handType=FULL_HOUSE {4d 4c As Ah Ac}], isPlo=false]
[Hour=2079, Hand=[PokerHand: handType=QUADS {Qc Qd Qs Qh Ah} (flopped=false)], isPlo=true]
[Hour=2080, Hand=[PokerHand: handType=QUADS {Th Tc Ts Td As} (flopped=true)], isPlo=true]
[Hour=2081, Hand=[PokerHand: handType=QUADS {5d 5h 5s 5c 9c} (flopped=false)], isPlo=true]
[Hour=2082, Hand=[PokerHand: handType=QUADS {8c Qc Qd Qs Qh} (flopped=false)], isPlo=true]
[Hour=2083, Hand=[PokerHand: handType=QUADS {Qh Qs Qc Qd As} (flopped=false)], isPlo=true]
[Hour=2084, Hand=[PokerHand: handType=QUADS {Qd Kh Kc Kd Ks} (flopped=true)], isPlo=true]
[Hour=2085, Hand=[PokerHand: handType=FULL_HOUSE {4h 4d 4c Th Ts}], isPlo=false]
[Hour=2086, Hand=[PokerHand: handType=FULL_HOUSE {Kc Ks Kd Ac As}], isPlo=false]
[Hour=2087, Hand=[PokerHand: handType=FULL_HOUSE {Kh Kc As Ac Ad}], isPlo=false]
[Hour=2088, Hand=[PokerHand: handType=QUADS {Tc Th Ts Td Jd} (flopped=false)], isPlo=true]
[Hour=2089, Hand=[PokerHand: handType=FULL_HOUSE {Jc Jh Qc Qs Qd}], isPlo=false]
[Hour=2090, Hand=[PokerHand: handType=FULL_HOUSE {8s 8c Jd Jh Js}], isPlo=false]
[Hour=2091, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=2092, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h 5d 5c 5h}], isPlo=false]
[Hour=2093, Hand=[PokerHand: handType=QUADS {8h Kh Kd Kc Ks} (flopped=true)], isPlo=true]
[Hour=2094, Hand=[PokerHand: handType=FULL_HOUSE {6d 6c 9s 9c 9h}], isPlo=false]
[Hour=2095, Hand=[PokerHand: handType=QUADS {Td Qd Qh Qc Qs} (flopped=false)], isPlo=true]
[Hour=2096, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=2097, Hand=[PokerHand: handType=QUADS {7c 7s 7h 7d 9c} (flopped=true)], isPlo=true]
[Hour=2098, Hand=[PokerHand: handType=QUADS {Ts Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=2099, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d Ad As Ah}], isPlo=false]
[Hour=2100, Hand=[PokerHand: handType=QUADS {Qd As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=2101, Hand=[PokerHand: handType=FULL_HOUSE {Td Tc Ts Js Jc}], isPlo=false]
[Hour=2102, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=2103, Hand=[PokerHand: handType=QUADS {7h Qd Qc Qs Qh} (flopped=false)], isPlo=true]
[Hour=2104, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Qd Qc Qh}], isPlo=false]
[Hour=2105, Hand=[PokerHand: handType=QUADS {Jc Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=2106, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=2107, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s 6c 9h 9d}], isPlo=false]
[Hour=2108, Hand=[PokerHand: handType=FULL_HOUSE {9c 9d Qc Qs Qd}], isPlo=false]
[Hour=2109, Hand=[PokerHand: handType=QUADS {Kc As Ah Ad Ac} (flopped=true)], isPlo=true]
[Hour=2110, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c 8s As Ad}], isPlo=false]
[Hour=2111, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=2112, Hand=[PokerHand: handType=QUADS {Tc Jd Jh Js Jc} (flopped=false)], isPlo=true]
[Hour=2113, Hand=[PokerHand: handType=QUADS {6s 6d 6h 6c 8h} (flopped=false)], isPlo=true]
[Hour=2114, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Ks Kd Kc}], isPlo=false]
[Hour=2115, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Kh Ks Kc}], isPlo=false]
[Hour=2116, Hand=[PokerHand: handType=QUADS {2s 8c 8d 8s 8h}], isPlo=false]
[Hour=2117, Hand=[PokerHand: handType=QUADS {Qd Ad Ah Ac As} (flopped=true)], isPlo=true]
[Hour=2118, Hand=[PokerHand: handType=FULL_HOUSE {5c 5s 5h 8c 8h}], isPlo=false]
[Hour=2119, Hand=[PokerHand: handType=QUADS {Th Qh Qs Qc Qd}], isPlo=false]
[Hour=2120, Hand=null, isPlo=null]
[Hour=2121, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Ks}], isPlo=false]
[Hour=2122, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=2123, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=2124, Hand=[PokerHand: handType=FULL_HOUSE {7s 7c Kc Ks Kh}], isPlo=false]
[Hour=2125, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=2126, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=2127, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=2128, Hand=[PokerHand: handType=QUADS {8d Qd Qs Qh Qc} (flopped=false)], isPlo=true]
[Hour=2129, Hand=[PokerHand: handType=QUADS {Qs Ks Kc Kh Kd} (flopped=false)], isPlo=true]
[Hour=2130, Hand=[PokerHand: handType=QUADS {6c Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=2131, Hand=[PokerHand: handType=QUADS {9h 9d 9s 9c Qs}], isPlo=false]
[Hour=2132, Hand=[PokerHand: handType=QUADS {7s Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=2133, Hand=[PokerHand: handType=FULL_HOUSE {Ts Td Ah As Ad}], isPlo=false]
[Hour=2134, Hand=[PokerHand: handType=QUADS {Qs As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=2135, Hand=[PokerHand: handType=FULL_HOUSE {4s 4h 8d 8h 8c}], isPlo=false]
[Hour=2136, Hand=[PokerHand: handType=QUADS {8d Td Ts Th Tc} (flopped=true)], isPlo=true]
[Hour=2137, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=2138, Hand=[PokerHand: handType=FULL_HOUSE {Jh Jc Qh Qc Qd}], isPlo=false]
[Hour=2139, Hand=[PokerHand: handType=QUADS {7s 7c 7d 7h 9h} (flopped=false)], isPlo=true]
[Hour=2140, Hand=[PokerHand: handType=QUADS {3h 3s 3c 3d Td}], isPlo=false]
[Hour=2141, Hand=[PokerHand: handType=QUADS {Kd Ah As Ac Ad} (flopped=false)], isPlo=true]
[Hour=2142, Hand=[PokerHand: handType=FULL_HOUSE {5s 5h 5c 6h 6c}], isPlo=false]
[Hour=2143, Hand=[PokerHand: handType=FULL_HOUSE {3h 3s Ad Ac As}], isPlo=false]
[Hour=2144, Hand=null, isPlo=null]
[Hour=2145, Hand=[PokerHand: handType=QUADS {Jc Js Jd Jh As}], isPlo=false]
[Hour=2146, Hand=[PokerHand: handType=QUADS {7d 7c 7s 7h 9s} (flopped=false)], isPlo=true]
[Hour=2147, Hand=[PokerHand: handType=FULL_HOUSE {2s 2d Kc Kh Ks}], isPlo=false]
[Hour=2148, Hand=[PokerHand: handType=QUADS {4h 4c 4d 4s Kc}], isPlo=false]
[Hour=2149, Hand=[PokerHand: handType=QUADS {9d 9s 9c 9h Ts} (flopped=false)], isPlo=true]
[Hour=2150, Hand=[PokerHand: handType=QUADS {7c 7s 7h 7d Jd} (flopped=false)], isPlo=true]
[Hour=2151, Hand=[PokerHand: handType=FULL_HOUSE {Ts Tc Th Ad Ah}], isPlo=false]
[Hour=2152, Hand=[PokerHand: handType=QUADS {7h 7s 7c 7d 8c} (flopped=false)], isPlo=true]
[Hour=2153, Hand=[PokerHand: handType=QUADS {7s Tc Ts Th Td}], isPlo=false]
[Hour=2154, Hand=null, isPlo=null]
[Hour=2155, Hand=[PokerHand: handType=QUADS {Jc As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=2156, Hand=[PokerHand: handType=QUADS {Th Td Ts Tc Js} (flopped=false)], isPlo=true]
[Hour=2157, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s 9h}], isPlo=false]
[Hour=2158, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d Ac As Ah}], isPlo=false]
[Hour=2159, Hand=[PokerHand: handType=QUADS {8h 8s 8d 8c Qc} (flopped=false)], isPlo=true]
[Hour=2160, Hand=[PokerHand: handType=FULL_HOUSE {3h 3c 3s Qs Qc}], isPlo=false]
[Hour=2161, Hand=[PokerHand: handType=QUADS {5h 5d 5s 5c 7s} (flopped=false)], isPlo=true]
[Hour=2162, Hand=[PokerHand: handType=FULL_HOUSE {9s 9c 9h Jc Jh}], isPlo=false]
[Hour=2163, Hand=[PokerHand: handType=QUADS {9s Td Tc Ts Th} (flopped=false)], isPlo=true]
[Hour=2164, Hand=[PokerHand: handType=QUADS {Kc Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=2165, Hand=[PokerHand: handType=QUADS {Js Qh Qc Qs Qd} (flopped=false)], isPlo=true]
[Hour=2166, Hand=[PokerHand: handType=QUADS {Jc Jd Jh Js Qh} (flopped=true)], isPlo=true]
[Hour=2167, Hand=[PokerHand: handType=QUADS {Qd Qc Qh Qs Ad} (flopped=false)], isPlo=true]
[Hour=2168, Hand=[PokerHand: handType=QUADS {6c 6h 6d 6s Ac}], isPlo=false]
[Hour=2169, Hand=[PokerHand: handType=QUADS {9h 9d 9c 9s Qc}], isPlo=false]
[Hour=2170, Hand=[PokerHand: handType=QUADS {5s 7d 7c 7s 7h} (flopped=false)], isPlo=true]
[Hour=2171, Hand=[PokerHand: handType=FULL_HOUSE {Kd Kh Ac As Ah}], isPlo=false]
[Hour=2172, Hand=[PokerHand: handType=QUADS {9c Td Th Ts Tc} (flopped=false)], isPlo=true]
[Hour=2173, Hand=[PokerHand: handType=QUADS {7s 9h 9c 9s 9d} (flopped=false)], isPlo=true]
[Hour=2174, Hand=[PokerHand: handType=QUADS {7d 7h 7s 7c As}], isPlo=false]
[Hour=2175, Hand=[PokerHand: handType=QUADS {8s 8c 8h 8d Ad} (flopped=false)], isPlo=true]
