, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d}], isPlo=false]
[Hour=90346, Hand=[PokerHand: handType=QUADS {4h Qh Qd Qc Qs} (flopped=false)], isPlo=true]
[Hour=90347, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=90348, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah}], isPlo=false]
[Hour=90349, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=90350, Hand=[PokerHand: handType=QUADS {Qs Qh Qc Qd Ah} (flopped=false)], isPlo=true]
[Hour=90351, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=90352, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=90353, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=90354, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=true)], isPlo=true]
[Hour=90355, Hand=[PokerHand: handType=QUADS {9d Tc Th Td Ts} (flopped=true)], isPlo=true]
[Hour=90356, Hand=[PokerHand: handType=QUADS {7c Jc Jh Jd Js} (flopped=false)], isPlo=true]
[Hour=90357, Hand=[PokerHand: handType=QUADS {7d 7s 7c 7h Ks} (flopped=false)], isPlo=true]
[Hour=90358, Hand=[PokerHand: handType=FULL_HOUSE {8h 8s Ks Kc Kh}], isPlo=false]
[Hour=90359, Hand=[PokerHand: handType=QUADS {8s Qh Qc Qd Qs} (flopped=false)], isPlo=true]
[Hour=90360, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=90361, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac}], isPlo=false]
[Hour=90362, Hand=[PokerHand: handType=QUADS {7s 7h 7d 7c Jd} (flopped=false)], isPlo=true]
[Hour=90363, Hand=[PokerHand: handType=QUADS {Kd As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=90364, Hand=[PokerHand: handType=QUADS {Jd Ks Kh Kd Kc} (flopped=false)], isPlo=true]
[Hour=90365, Hand=[PokerHand: handType=QUADS {8c Qd Qs Qh Qc}], isPlo=false]
[Hour=90366, Hand=[PokerHand: handType=QUADS {Jh Ac As Ah Ad}], isPlo=false]
[Hour=90367, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=90368, Hand=[PokerHand: handType=QUADS {2s Ac As Ad Ah}], isPlo=false]
[Hour=90369, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s} (flopped=false)], isPlo=true]
[Hour=90370, Hand=[PokerHand: handType=QUADS {Ks Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=90371, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c} (flopped=false)], isPlo=true]
[Hour=90372, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=90373, Hand=[PokerHand: handType=QUADS {Th Ks Kd Kc Kh}], isPlo=false]
[Hour=90374, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=90375, Hand=[PokerHand: handType=QUADS {8s 8d 8c 8h Ad} (flopped=false)], isPlo=true]
[Hour=90376, Hand=[PokerHand: handType=QUADS {8s 8h 8c 8d Ac} (flopped=false)], isPlo=true]
[Hour=90377, Hand=[PokerHand: handType=QUADS {Qd Ks Kd Kh Kc} (flopped=false)], isPlo=true]
[Hour=90378, Hand=[PokerHand: handType=QUADS {Jc Ac Ad Ah As} (flopped=false)], isPlo=true]
[Hour=90379, Hand=[PokerHand: handType=FULL_HOUSE {Qd Qc Qs Ks Kd}], isPlo=false]
[Hour=90380, Hand=[PokerHand: handType=QUADS {2d As Ad Ac Ah}], isPlo=false]
[Hour=90381, Hand=[PokerHand: handType=QUADS {Kc Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=90382, Hand=[PokerHand: handType=QUADS {Kh Ac As Ah Ad} (flopped=false)], isPlo=true]
[Hour=90383, Hand=[PokerHand: handType=QUADS {6s Kd Kh Ks Kc} (flopped=false)], isPlo=true]
[Hour=90384, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc}], isPlo=false]
[Hour=90385, Hand=[PokerHand: handType=QUADS {Td Kc Ks Kh Kd} (flopped=true)], isPlo=true]
[Hour=90386, Hand=[PokerHand: handType=QUADS {8s Qc Qs Qh Qd} (flopped=true)], isPlo=true]
[Hour=90387, Hand=[PokerHand: handType=FULL_HOUSE {6s 6c Qs Qh Qc}], isPlo=false]
[Hour=90388, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2c 3c 4c 5c 6c}], isPlo=false]
[Hour=90389, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=90390, Hand=[PokerHand: handType=FULL_HOUSE {6h 6d Ah Ad As}], isPlo=false]
[Hour=90391, Hand=[PokerHand: handType=QUADS {9h Kd Ks Kh Kc} (flopped=false)], isPlo=true]
[Hour=90392, Hand=[PokerHand: handType=QUADS {7c Ah Ac As Ad} (flopped=false)], isPlo=true]
[Hour=90393, Hand=[PokerHand: handType=FULL_HOUSE {Jd Js Jh Kh Kd}], isPlo=false]
[Hour=90394, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=90395, Hand=[PokerHand: handType=QUADS {9d Qc Qd Qh Qs} (flopped=true)], isPlo=true]
[Hour=90396, Hand=[PokerHand: handType=QUADS {Th Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=90397, Hand=[PokerHand: handType=QUADS {Ks Ad Ah As Ac} (flopped=false)], isPlo=true]
[Hour=90398, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6d 7d 8d 9d Td} (flopped=false)], isPlo=true]
[Hour=90399, Hand=[PokerHand: handType=QUADS {Qs Kc Kd Ks Kh} (flopped=false)], isPlo=true]
[Hour=90400, Hand=[PokerHand: handType=QUADS {Qd Qs Qh Qc Ad} (flopped=false)], isPlo=true]
[Hour=90401, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6s 7s 8s 9s Ts} (flopped=false)], isPlo=true]
[Hour=90402, Hand=[PokerHand: handType=QUADS {2s 2d 2c 2h Jd}], isPlo=false]
[Hour=90403, Hand=[PokerHand: handType=QUADS {7h 7d 7c 7s Qd} (flopped=true)], isPlo=true]
[Hour=90404, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Qd} (flopped=false)], isPlo=true]
[Hour=90405, Hand=[PokerHand: handType=QUADS {Th Ts Td Tc Kc} (flopped=false)], isPlo=true]
[Hour=90406, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=90407, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5s 6s 7s 8s 9s} (flopped=false)], isPlo=true]
[Hour=90408, Hand=[PokerHand: handType=QUADS {Ts As Ac Ad Ah} (flopped=true)], isPlo=true]
[Hour=90409, Hand=[PokerHand: handType=FULL_HOUSE {7c 7d Kd Ks Kh}], isPlo=false]
[Hour=90410, Hand=[PokerHand: handType=QUADS {Ks Kh Kc Kd As} (flopped=true)], isPlo=true]
[Hour=90411, Hand=[PokerHand: handType=QUADS {8c 9d 9c 9h 9s} (flopped=false)], isPlo=true]
[Hour=90412, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c}], isPlo=false]
[Hour=90413, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4s 5s 6s 7s 8s}], isPlo=false]
[Hour=90414, Hand=[PokerHand: handType=QUADS {Kc Ah As Ad Ac} (flopped=false)], isPlo=true]
[Hour=90415, Hand=[PokerHand: handType=QUADS {Qd Qh Qc Qs Kd}], isPlo=false]
[Hour=90416, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=90417, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=90418, Hand=[PokerHand: handType=QUADS {2c 6h 6d 6s 6c}], isPlo=false]
[Hour=90419, Hand=[PokerHand: handType=QUADS {7c 7s 7d 7h Ac}], isPlo=false]
[Hour=90420, Hand=[PokerHand: handType=QUADS {Qs Qd Qh Qc Ks} (flopped=false)], isPlo=true]
[Hour=90421, Hand=[PokerHand: handType=QUADS {Jh Jc Js Jd Kd} (flopped=true)], isPlo=true]
[Hour=90422, Hand=[PokerHand: handType=FULL_HOUSE {7d 7h Qh Qs Qc}], isPlo=false]
[Hour=90423, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=true)], isPlo=true]
[Hour=90424, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8h 9h Th Jh Qh} (flopped=false)], isPlo=true]
[Hour=90425, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=90426, Hand=[PokerHand: handType=QUADS {Qd Ac Ah As Ad} (flopped=false)], isPlo=true]
[Hour=90427, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=90428, Hand=[PokerHand: handType=QUADS {6c Ac Ad As Ah}], isPlo=false]
[Hour=90429, Hand=[PokerHand: handType=QUADS {Th Qs Qh Qc Qd} (flopped=false)], isPlo=true]
[Hour=90430, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=90431, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah} (flopped=false)], isPlo=true]
[Hour=90432, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3h 4h 5h 6h 7h}], isPlo=false]
[Hour=90433, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8s 9s Ts Js Qs} (flopped=false)], isPlo=true]
[Hour=90434, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac} (flopped=false)], isPlo=true]
[Hour=90435, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=90436, Hand=[PokerHand: handType=QUADS {Qs Qd Qh Qc Ac} (flopped=false)], isPlo=true]
[Hour=90437, Hand=[PokerHand: handType=FULL_HOUSE {4s 4c 7h 7d 7c}], isPlo=false]
[Hour=90438, Hand=[PokerHand: handType=QUADS {7s Js Jc Jh Jd} (flopped=false)], isPlo=true]
[Hour=90439, Hand=[PokerHand: handType=QUADS {Qs Kd Kc Kh Ks} (flopped=false)], isPlo=true]
[Hour=90440, Hand=[PokerHand: handType=QUADS {Qs Ac Ah Ad As} (flopped=false)], isPlo=true]
[Hour=90441, Hand=[PokerHand: handType=FULL_HOUSE {9h 9d Qh Qd Qc}], isPlo=false]
[Hour=90442, Hand=[PokerHand: handType=QUADS {7c 7d 7h 7s Ad} (flopped=true)], isPlo=true]
[Hour=90443, Hand=[PokerHand: handType=QUADS {Kc As Ah Ad Ac} (flopped=false)], isPlo=true]
[Hour=90444, Hand=[PokerHand: handType=QUADS {Th Tc Td Ts As}], isPlo=false]
[Hour=90445, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d} (flopped=false)], isPlo=true]
[Hour=90446, Hand=[PokerHand: handType=QUADS {Ts As Ad Ah Ac} (flopped=false)], isPlo=true]
[Hour=90447, Hand=[PokerHand: handType=FULL_HOUSE {Kh Kc As Ac Ad}], isPlo=false]
[Hour=90448, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=90449, Hand=[PokerHand: handType=QUADS {7c 7h 7d 7s Kc} (flopped=true)], isPlo=true]
[Hour=90450, Hand=[PokerHand: handType=QUADS {Th Ac As Ad Ah} (flopped=false)], isPlo=true]
[Hour=90451, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
[Hour=90452, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=90453, Hand=[PokerHand: handType=QUADS {Kc As Ad Ah Ac} (flopped=true)], isPlo=true]
[Hour=90454, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=90455, Hand=[PokerHand: handType=QUADS {Qc Kh Ks Kd Kc} (flopped=false)], isPlo=true]
[Hour=90456, Hand=[PokerHand: handType=FULL_HOUSE {Th Tc Ac Ah Ad}], isPlo=false]
[Hour=90457, Hand=[PokerHand: handType=QUADS {Qc Qh Qd Qs Ah}], isPlo=false]
[Hour=90458, Hand=[PokerHand: handType=QUADS {9s Ah Ac As Ad} (flopped=true)], isPlo=true]
[Hour=90459, Hand=[PokerHand: handType=FULL_HOUSE {8s 8d Qs Qc Qd}], isPlo=false]
[Hour=90460, Hand=[PokerHand: handType=QUADS {Qd Qs Qh Qc As} (flopped=false)], isPlo=true]
[Hour=90461, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9d Td Jd Qd Kd} (flopped=true)], isPlo=true]
[Hour=90462, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=90463, Hand=[PokerHand: handType=FULL_HOUSE {4d 4s 7c 7s 7d}], isPlo=false]
[Hour=90464, Hand=[PokerHand: handType=QUADS {6s 6d 6c 6h 8h}], isPlo=false]
[Hour=90465, Hand=[PokerHand: handType=QUADS {8s 8h 8d 8c Kd} (flopped=false)], isPlo=true]
[Hour=90466, Hand=[PokerHand: handType=QUADS {Qs Ad Ac Ah As} (flopped=true)], isPlo=true]
[Hour=90467, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=90468, Hand=[PokerHand: handType=QUADS {Qs Qc Qd Qh Kh} (flopped=false)], isPlo=true]
[Hour=90469, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=90470, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=90471, Hand=[PokerHand: handType=QUADS {7h 7d 7s 7c As}], isPlo=false]
[Hour=90472, Hand=[PokerHand: handType=QUADS {2d 2c 2s 2h 8h}], isPlo=false]
[Hour=90473, Hand=[PokerHand: handType=QUADS {9c Ks Kh Kc Kd} (flopped=false)], isPlo=true]
[Hour=90474, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7d 8d 9d Td Jd} (flopped=false)], isPlo=true]
[Hour=90475, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=90476, Hand=[PokerHand: handType=QUADS {9h Ks Kh Kc Kd} (flopped=true)], isPlo=true]
[Hour=90477, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Th Jh Qh Kh Ah}], isPlo=false]
[Hour=90478, Hand=[PokerHand: handType=QUADS {Th Ts Tc Td Js} (flopped=false)], isPlo=true]
[Hour=90479, Hand=[PokerHand: handType=FULL_HOUSE {9d 9s Js Jc Jd}], isPlo=false]
[Hour=90480, Hand=[PokerHand: handType=QUADS {Qs As Ad Ah Ac}], isPlo=false]
[Hour=90481, Hand=[PokerHand: handType=STRAIGHT_FLUSH {Tc Jc Qc Kc Ac}], isPlo=false]
[Hour=90482, Hand=[PokerHand: handType=QUADS {7s As Ad Ac Ah} (flopped=false)], isPlo=true]
[Hour=90483, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc}], isPlo=false]
[Hour=90484, Hand=[PokerHand: handType=QUADS {7s 7d 7h 7c Js}], isPlo=false]
[Hour=90485, Hand=[PokerHand: handType=QUADS {Ks Kh Kd Kc Ah} (flopped=false)], isPlo=true]
[Hour=90486, Hand=[PokerHand: handType=QUADS {Qd Ks Kh Kd Kc} (flopped=false)], isPlo=true]
[Hour=90487, Hand=[PokerHand: handType=QUADS {9c 9h 9d 9s As} (flopped=false)], isPlo=true]
[Hour=90488, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=true)], isPlo=true]
[Hour=90489, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5d 6d 7d 8d 9d} (flopped=false)], isPlo=true]
[Hour=90490, Hand=[PokerHand: handType=QUADS {8c 8d 8s 8h Kh} (flopped=false)], isPlo=true]
[Hour=90491, Hand=[PokerHand: handType=QUADS {Qd Qh Qs Qc Ad} (flopped=false)], isPlo=true]
[Hour=90492, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=true)], isPlo=true]
[Hour=90493, Hand=[PokerHand: handType=QUADS {Js As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=90494, Hand=[PokerHand: handType=QUADS {Qc Qh Qd Qs Kc} (flopped=false)], isPlo=true]
[Hour=90495, Hand=[PokerHand: handType=QUADS {Ts Ad Ac Ah As}], isPlo=false]
[Hour=90496, Hand=[PokerHand: handType=QUADS {Qc Ah Ac Ad As} (flopped=false)], isPlo=true]
[Hour=90497, Hand=[PokerHand: handType=QUADS {Ts Js Jc Jh Jd}], isPlo=false]
[Hour=90498, Hand=[PokerHand: handType=QUADS {9d 9s 9h 9c Tc} (flopped=true)], isPlo=true]
[Hour=90499, Hand=[PokerHand: handType=QUADS {8c 8d 8h 8s Jh} (flopped=false)], isPlo=true]
[Hour=90500, Hand=[PokerHand: handType=QUADS {Td Ts Tc Th Jc} (flopped=false)], isPlo=true]
[Hour=90501, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9c Tc Jc Qc Kc} (flopped=false)], isPlo=true]
[Hour=90502, Hand=null, isPlo=null]
[Hour=90503, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c} (flopped=false)], isPlo=true]
[Hour=90504, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js}], isPlo=false]
[Hour=90505, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=90506, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh}], isPlo=false]
[Hour=90507, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=90508, Hand=[PokerHand: handType=QUADS {Qc Qs Qh Qd Ac} (flopped=false)], isPlo=true]
[Hour=90509, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2h 3h 4h 5h 6h} (flopped=false)], isPlo=true]
[Hour=90510, Hand=[PokerHand: handType=QUADS {Qc Kd Kh Kc Ks} (flopped=false)], isPlo=true]
[Hour=90511, Hand=[PokerHand: handType=QUADS {7d Js Jc Jh Jd}], isPlo=false]
[Hour=90512, Hand=[PokerHand: handType=QUADS {5s Kc Ks Kd Kh} (flopped=false)], isPlo=true]
[Hour=90513, Hand=[PokerHand: handType=FULL_HOUSE {8h 8c 8s Ac Ad}], isPlo=false]
[Hour=90514, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=90515, Hand=[PokerHand: handType=FULL_HOUSE {5h 5d Tc Ts Td}], isPlo=false]
[Hour=90516, Hand=[PokerHand: handType=QUADS {8c 8d 8h 8s Qd} (flopped=false)], isPlo=true]
[Hour=90517, Hand=[PokerHand: handType=FULL_HOUSE {4s 4d Ad As Ac}], isPlo=false]
[Hour=90518, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6h 7h 8h 9h Th} (flopped=false)], isPlo=true]
[Hour=90519, Hand=[PokerHand: handType=FULL_HOUSE {Ks Kh Kd Ac As}], isPlo=false]
[Hour=90520, Hand=[PokerHand: handType=QUADS {Jd Qh Qc Qs Qd} (flopped=false)], isPlo=true]
[Hour=90521, Hand=[PokerHand: handType=STRAIGHT_FLUSH {2s 3s 4s 5s 6s} (flopped=false)], isPlo=true]
[Hour=90522, Hand=[PokerHand: handType=QUADS {7d Jc Js Jh Jd} (flopped=false)], isPlo=true]
[Hour=90523, Hand=[PokerHand: handType=QUADS {Kc Kd Ks Kh As} (flopped=false)], isPlo=true]
[Hour=90524, Hand=[PokerHand: handType=QUADS {7d Qc Qd Qh Qs} (flopped=false)], isPlo=true]
[Hour=90525, Hand=[PokerHand: handType=QUADS {Ts Td Tc Th Ad}], isPlo=false]
[Hour=90526, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Ad} (flopped=false)], isPlo=true]
[Hour=90527, Hand=[PokerHand: handType=QUADS {Jc Kh Kd Ks Kc} (flopped=false)], isPlo=true]
[Hour=90528, Hand=[PokerHand: handType=QUADS {Js Ks Kh Kc Kd} (flopped=false)], isPlo=true]
[Hour=90529, Hand=[PokerHand: handType=FULL_HOUSE {Tc Td Ks Kc Kh}], isPlo=false]
[Hour=90530, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=90531, Hand=[PokerHand: handType=FULL_HOUSE {6c 6d 6h Qc Qd}], isPlo=false]
[Hour=90532, Hand=[PokerHand: handType=QUADS {8c 8h 8d 8s Ad} (flopped=false)], isPlo=true]
[Hour=90533, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc}], isPlo=false]
[Hour=90534, Hand=[PokerHand: handType=QUADS {Td Kh Ks Kc Kd}], isPlo=false]
[Hour=90535, Hand=[PokerHand: handType=QUADS {Qh Kc Kh Kd Ks} (flopped=false)], isPlo=true]
[Hour=90536, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4c 5c 6c 7c 8c} (flopped=false)], isPlo=true]
[Hour=90537, Hand=[PokerHand: handType=QUADS {6c Tc Td Ts Th} (flopped=false)], isPlo=true]
[Hour=90538, Hand=[PokerHand: handType=STRAIGHT_FLUSH {4d 5d 6d 7d 8d}], isPlo=false]
[Hour=90539, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=90540, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3c 4c 5c 6c 7c}], isPlo=false]
[Hour=90541, Hand=[PokerHand: handType=QUADS {Qs Qc Qh Qd Kd} (flopped=true)], isPlo=true]
[Hour=90542, Hand=[PokerHand: handType=QUADS {9d 9c 9s 9h Jd} (flopped=false)], isPlo=true]
[Hour=90543, Hand=[PokerHand: handType=QUADS {Tc Td Th Ts Ah} (flopped=false)], isPlo=true]
[Hour=90544, Hand=[PokerHand: handType=STRAIGHT_FLUSH {3d 4d 5d 6d 7d} (flopped=false)], isPlo=true]
[Hour=90545, Hand=[PokerHand: handType=QUADS {4c 4h 4d 4s Kc}], isPlo=false]
[Hour=90546, Hand=[PokerHand: handType=QUADS {4s Tc Ts Th Td}], isPlo=false]
[Hour=90547, Hand=[PokerHand: handType=FULL_HOUSE {7h 7d 8c 8s 8d}], isPlo=false]
[Hour=90548, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9h Th Jh Qh Kh}], isPlo=false]
[Hour=90549, Hand=[PokerHand: handType=FULL_HOUSE {Qs Qc Qd Ks Kh}], isPlo=false]
[Hour=90550, Hand=[PokerHand: handType=QUADS {7c 9s 9h 9c 9d}], isPlo=false]
[Hour=90551, Hand=[PokerHand: handType=QUADS {7h 7s 7d 7c 9s}], isPlo=false]
[Hour=90552, Hand=[PokerHand: handType=QUADS {7c Qd Qh Qs Qc} (flopped=false)], isPlo=true]
[Hour=90553, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5h 6h 7h 8h 9h} (flopped=false)], isPlo=true]
[Hour=90554, Hand=[PokerHand: handType=QUADS {8c 8s 8h 8d Ad} (flopped=false)], isPlo=true]
[Hour=90555, Hand=[PokerHand: handType=QUADS {Kh Ad As Ac Ah} (flopped=false)], isPlo=true]
[Hour=90556, Hand=[PokerHand: handType=QUADS {Ts Tc Th Td Jd} (flopped=false)], isPlo=true]
[Hour=90557, Hand=[PokerHand: handType=QUADS {7h As Ac Ad Ah} (flopped=false)], isPlo=true]
[Hour=90558, Hand=[PokerHand: handType=QUADS {9d 9c 9h 9s Kh} (flopped=false)], isPlo=true]
[Hour=90559, Hand=[PokerHand: handType=QUADS {Ts As Ah Ac Ad} (flopped=false)], isPlo=true]
[Hour=90560, Hand=[PokerHand: handType=STRAIGHT_FLUSH {6c 7c 8c 9c Tc} (flopped=false)], isPlo=true]
[Hour=90561, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8c 9c Tc Jc Qc} (flopped=false)], isPlo=true]
[Hour=90562, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=90563, Hand=[PokerHand: handType=QUADS {7s 8d 8h 8s 8c} (flopped=false)], isPlo=true]
[Hour=90564, Hand=[PokerHand: handType=QUADS {Jh Jc Jd Js Kc} (flopped=false)], isPlo=true]
[Hour=90565, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7c 8c 9c Tc Jc} (flopped=false)], isPlo=true]
[Hour=90566, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=90567, Hand=[PokerHand: handType=QUADS {9d Ts Th Tc Td} (flopped=false)], isPlo=true]
[Hour=90568, Hand=[PokerHand: handType=FULL_HOUSE {5s 5c Kh Kc Kd}], isPlo=false]
[Hour=90569, Hand=[PokerHand: handType=STRAIGHT_FLUSH {8d 9d Td Jd Qd} (flopped=false)], isPlo=true]
[Hour=90570, Hand=[PokerHand: handType=STRAIGHT_FLUSH {5c 6c 7c 8c 9c} (flopped=false)], isPlo=true]
[Hour=90571, Hand=[PokerHand: handType=QUADS {7s Ad Ac Ah As} (flopped=false)], isPlo=true]
[Hour=90572, Hand=[PokerHand: handType=QUADS {9d 9h 9s 9c Kd}], isPlo=false]
[Hour=90573, Hand=[PokerHand: handType=QUADS {Tc Ts Td Th Jd} (flopped=false)], isPlo=true]
[Hour=90574, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=90575, Hand=[PokerHand: handType=STRAIGHT_FLUSH {9s Ts Js Qs Ks} (flopped=false)], isPlo=true]
[Hour=90576, Hand=[PokerHand: handType=QUADS {5s Qs Qh Qc Qd}], isPlo=false]
[Hour=90577, Hand=[PokerHand: handType=FULL_HOUSE {4d 4h Qc Qd Qs}], isPlo=false]
[Hour=90578, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7h 8h 9h Th Jh} (flopped=false)], isPlo=true]
[Hour=90579, Hand=[PokerHand: handType=FULL_HOUSE {6h 6s As Ad Ah}], isPlo=false]
[Hour=90580, Hand=[PokerHand: handType=STRAIGHT_FLUSH {7s 8s 9s Ts Js} (flopped=false)], isPlo=true]
